District,Taluka,Village_Cluster,Latitude,Longitude,Season,Cane_Variety,Soil_Type,Irrigation_Method,Area_Harvested_Ha,Planting_Date,Harvest_Date,Harvest_Year,Avg_NDVI,Avg_EVI,Avg_LST_Celsius,Avg_Max_Temp_Celsius,Avg_Min_Temp_Celsius,Solar_Radiation_kWh,Avg_Humidity_Percent,Accumulated_Rainfall_mm,Yield_Tonnes_Ha
Ahmednagar,Pathardi,Pathardi_Cluster_12,19.0541,74.7944,Pre-seasonal,Co 86032,Sandy Loam,Drip,3.83,27-11-2022,09-01-2024,2024,0.661,0.525,27.3,29.3,20.3,5.72,63.9,583.7,158.61
Ahmednagar,Sangamner,Sangamner_Cluster_13,19.3206,74.4855,Pre-seasonal,Co 86032,Clay Loam,Drip,4.29,19-01-2018,25-02-2019,2019,0.85,0.705,32.4,35,18.8,5.03,51.8,465.4,127.88
Ahmednagar,Pathardi,Pathardi_Cluster_1,19.3722,74.3828,Pre-seasonal,VSI 434,Sandy Loam,Flood,3.33,30-07-2022,13-11-2023,2023,0.663,0.61,31.8,33.8,19.4,6,52.6,465.8,131.9
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_4,19.2309,74.3409,Pre-seasonal,Co 86032,Medium Black,Flood,3.34,28-04-2021,04-07-2022,2022,0.726,0.618,29.3,31.4,20.6,5.77,64.7,486.9,150.32
Ahmednagar,Akole,Akole_Cluster_18,19.0527,74.2737,Suru,Co 86032,Sandy Loam,Rainfed,1.81,28-04-2022,24-06-2023,2023,0.465,0.387,33.8,35.1,20.9,5.52,75.4,909.7,69.17
Ahmednagar,Sangamner,Sangamner_Cluster_9,19.1772,74.454,Pre-seasonal,Co 86032,Sandy Loam,Flood,2.16,05-11-2021,28-11-2022,2022,0.813,0.58,33.3,35.7,19.5,6.03,66.3,428.3,143.77
Ahmednagar,Pathardi,Pathardi_Cluster_17,18.9723,74.2213,Suru,Co 86032,Clay Loam,Flood,4.32,30-04-2018,13-05-2019,2019,0.656,0.471,32.4,34.4,18.9,6.16,71,532.9,117.99
Ahmednagar,Shrirampur,Shrirampur_Cluster_14,18.9156,74.5207,Adsali,VSI 434,Sandy Loam,Flood,0.89,26-08-2022,21-09-2023,2023,0.579,0.416,36,37.7,21.1,4.96,56.3,348.5,112.97
Ahmednagar,Karjat,Karjat_Cluster_20,19.3134,74.7857,Adsali,VSI 434,Clay Loam,Flood,4.95,31-12-2017,13-04-2019,2019,0.694,0.582,28,30.1,21.4,5.59,45.2,466.7,130.22
Ahmednagar,Karjat,Karjat_Cluster_15,18.5438,74.5129,Pre-seasonal,CoM 0265,Medium Black,Rainfed,2.69,30-05-2020,31-05-2021,2021,0.47,0.396,30.8,32.2,17.3,5.04,62.7,602.5,109.84
Ahmednagar,Shrirampur,Shrirampur_Cluster_11,19.4241,74.2414,Adsali,CoM 0265,Black Cotton,Rainfed,1.96,02-06-2018,14-07-2019,2019,0.612,0.426,30,31.8,24.6,5.98,48.9,560.5,126.04
Ahmednagar,Parner,Parner_Cluster_16,18.5235,74.7079,Suru,Co 92005,Black Cotton,Rainfed,2.42,06-07-2021,01-09-2022,2022,0.332,0.2,34.3,35.3,18.6,5.67,74.1,605.9,96.05
Ahmednagar,Jamkhed,Jamkhed_Cluster_3,19.1431,74.8966,Pre-seasonal,Co 92005,Black Cotton,Flood,3.66,19-04-2021,15-08-2022,2022,0.486,0.396,33.2,34.6,22.7,5.12,57.6,436,120.25
Ahmednagar,Karjat,Karjat_Cluster_14,18.5259,75.1418,Pre-seasonal,Co 86032,Black Cotton,Drip,1.02,28-07-2021,07-08-2022,2022,0.85,0.759,29.6,32.1,20.1,5.16,62.7,354.6,170.41
Ahmednagar,Rahuri,Rahuri_Cluster_17,19.1431,74.398,Adsali,Co 92005,Clay Loam,Rainfed,1.86,24-08-2018,25-11-2019,2019,0.482,0.475,28.5,29.9,22,5.28,69.9,491.2,117.14
Ahmednagar,Rahuri,Rahuri_Cluster_13,19.2229,74.6562,Pre-seasonal,Co 86032,Black Cotton,Drip,0.91,19-01-2018,21-01-2019,2019,0.85,0.649,28.6,31.1,22.4,6.16,43.4,517.2,163.73
Ahmednagar,Karjat,Karjat_Cluster_10,18.5076,75.0609,Adsali,Co 86032,Sandy Loam,Flood,4.48,23-07-2021,19-10-2022,2022,0.689,0.602,31.1,33.1,19,6.04,68.8,435.1,130.56
Ahmednagar,Shevgaon,Shevgaon_Cluster_4,19.2165,74.7262,Pre-seasonal,CoM 0265,Clay Loam,Rainfed,1.34,20-08-2021,03-11-2022,2022,0.385,0.367,31.8,33,20.2,6.17,61.5,304.6,116.05
Ahmednagar,Jamkhed,Jamkhed_Cluster_12,18.6847,74.5379,Pre-seasonal,VSI 434,Clay Loam,Drip,1.99,10-02-2022,24-05-2023,2023,0.573,0.38,32,33.7,20.8,4.61,62.8,374.8,128.92
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_10,18.5267,74.6804,Pre-seasonal,CoM 0265,Sandy Loam,Drip,4.79,20-12-2020,18-01-2022,2022,0.839,0.592,27.7,30.2,19.7,5.91,55.8,314.4,148.77
Ahmednagar,Sangamner,Sangamner_Cluster_11,19.3642,74.7667,Pre-seasonal,Co 86032,Black Cotton,Flood,0.69,18-07-2019,17-08-2020,2020,0.722,0.523,32.3,34.4,19.9,5.05,61,380.4,139.83
Ahmednagar,Rahata,Rahata_Cluster_17,19.271,74.2105,Pre-seasonal,VSI 434,Medium Black,Drip,2.17,05-06-2020,16-10-2021,2021,0.683,0.57,29.7,31.7,21.2,5.69,77.2,440.5,135.97
Ahmednagar,Karjat,Karjat_Cluster_8,19.1471,74.3626,Pre-seasonal,Co 86032,Medium Black,Rainfed,2.28,05-06-2019,05-06-2020,2020,0.723,0.633,31.4,33.6,19.5,5.85,67.5,438.8,138.61
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_9,19.1993,74.6248,Adsali,CoM 0265,Sandy Loam,Rainfed,4.53,02-04-2019,12-06-2020,2020,0.634,0.556,30.4,32.3,21.1,5.7,66,540.8,142.49
Ahmednagar,Rahata,Rahata_Cluster_13,19.2677,74.5329,Pre-seasonal,Co 92005,Medium Black,Rainfed,2.06,22-06-2019,26-07-2020,2020,0.3,0.25,30.9,31.8,18.4,5.35,67.3,459.7,83.81
Ahmednagar,Karjat,Karjat_Cluster_9,18.5984,74.4077,Suru,Co 92005,Clay Loam,Flood,2.09,03-04-2018,15-08-2019,2019,0.487,0.385,34.1,35.6,20.4,5.96,62.8,392.2,100.28
Ahmednagar,Jamkhed,Jamkhed_Cluster_6,19.4355,74.5626,Suru,Co 92005,Medium Black,Drip,1.05,07-08-2019,25-09-2020,2020,0.608,0.585,29.2,31,21.9,5.61,47,363.4,119.39
Ahmednagar,Jamkhed,Jamkhed_Cluster_12,19.2618,74.2654,Suru,Co 86032,Medium Black,Flood,4.97,11-08-2019,03-11-2020,2020,0.582,0.451,35.6,37.3,24,6.2,76.2,204.1,106.58
Ahmednagar,Shrigonda,Shrigonda_Cluster_17,18.658,74.2446,Suru,Co 86032,Clay Loam,Flood,1.38,23-11-2017,18-01-2019,2019,0.528,0.42,34.3,35.8,19.5,6.17,54.1,416.1,96.84
Ahmednagar,Parner,Parner_Cluster_6,18.5296,74.9308,Pre-seasonal,CoM 0265,Black Cotton,Drip,1.89,26-01-2022,27-01-2023,2023,0.708,0.495,27.6,29.7,21.2,5.93,61.2,469,159.99
Ahmednagar,Shrirampur,Shrirampur_Cluster_13,18.661,74.5165,Pre-seasonal,VSI 434,Medium Black,Drip,1.68,24-09-2017,21-01-2019,2019,0.743,0.525,30.1,32.3,18.2,5.93,50.3,596.2,152.34
Ahmednagar,Nevasa,Nevasa_Cluster_9,18.6965,74.5266,Adsali,Co 86032,Black Cotton,Rainfed,0.54,13-09-2022,11-11-2023,2023,0.465,0.339,30,31.4,20.7,5.21,47.8,252,118.61
Ahmednagar,Sangamner,Sangamner_Cluster_19,19.4411,74.871,Adsali,Co 86032,Medium Black,Rainfed,1.08,15-02-2021,15-06-2022,2022,0.582,0.459,30.4,32.2,20,5.44,60.1,456.1,120.51
Ahmednagar,Rahuri,Rahuri_Cluster_17,18.6247,75.0212,Adsali,Co 92005,Black Cotton,Drip,1.18,09-02-2018,03-06-2019,2019,0.85,0.675,28.5,31.1,23,5.4,78.8,599.5,180
Ahmednagar,Rahata,Rahata_Cluster_10,19.4721,74.4854,Suru,Co 92005,Sandy Loam,Drip,4.96,19-11-2019,12-03-2021,2021,0.635,0.449,37.2,39.1,21.8,6.26,62.6,410.5,121.77
Ahmednagar,Shrigonda,Shrigonda_Cluster_19,19.0955,74.3266,Adsali,CoM 0265,Black Cotton,Flood,2.15,04-10-2019,25-01-2021,2021,0.85,0.715,28.7,31.2,22.3,4.92,60.7,558.8,174.29
Ahmednagar,Shrigonda,Shrigonda_Cluster_4,18.714,74.9206,Suru,Co 92005,Clay Loam,Drip,1.08,09-12-2017,12-01-2019,2019,0.73,0.599,33.2,35.4,24.5,6.21,47.9,418.9,127.57
Ahmednagar,Rahata,Rahata_Cluster_5,18.5906,74.8709,Adsali,Co 86032,Sandy Loam,Rainfed,1.84,08-12-2022,13-12-2023,2023,0.529,0.484,32.6,34.2,18.3,4.98,59.7,498.8,118.98
Ahmednagar,Sangamner,Sangamner_Cluster_13,19.2401,74.785,Pre-seasonal,VSI 434,Medium Black,Flood,2.47,03-06-2022,07-07-2023,2023,0.464,0.367,29.5,30.9,18.7,5.28,76.5,705.7,125.11
Ahmednagar,Shrirampur,Shrirampur_Cluster_10,19.2476,74.2364,Suru,CoM 0265,Black Cotton,Flood,2.37,18-06-2022,19-09-2023,2023,0.721,0.548,31.1,33.2,21.9,5.7,65.5,598.8,134.96
Ahmednagar,Kopargaon,Kopargaon_Cluster_12,19.0126,74.5099,Adsali,VSI 434,Sandy Loam,Flood,4.91,01-09-2021,28-09-2022,2022,0.807,0.641,31.6,34,18.7,5.52,68.3,473.5,148.26
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_12,18.6502,74.6193,Adsali,CoM 0265,Black Cotton,Flood,1.28,11-08-2019,10-09-2020,2020,0.747,0.566,28.3,30.6,21.7,5.85,53.2,658.6,163.83
Ahmednagar,Rahuri,Rahuri_Cluster_3,19.0863,74.6221,Pre-seasonal,Co 92005,Sandy Loam,Drip,0.73,17-11-2018,08-03-2020,2020,0.525,0.479,30.9,32.5,19.1,5.08,72.1,594.9,132.2
Ahmednagar,Shrirampur,Shrirampur_Cluster_12,19.4994,74.2894,Pre-seasonal,Co 86032,Medium Black,Rainfed,4.88,07-12-2019,26-01-2021,2021,0.659,0.507,31,32.9,17.7,4.97,62.4,449.7,123.52
Ahmednagar,Sangamner,Sangamner_Cluster_11,18.9916,74.5245,Suru,Co 92005,Black Cotton,Flood,3.54,17-10-2022,17-11-2023,2023,0.669,0.642,33.4,35.4,21,6.61,44.9,422.8,126.49
Ahmednagar,Pathardi,Pathardi_Cluster_18,19.3848,74.3771,Pre-seasonal,Co 86032,Black Cotton,Drip,1.76,29-08-2020,18-11-2021,2021,0.796,0.622,31.8,34.2,19.4,5.32,52,488.4,155.45
Ahmednagar,Rahuri,Rahuri_Cluster_5,18.5499,74.4074,Suru,CoM 0265,Medium Black,Drip,3.67,11-12-2017,06-03-2019,2019,0.735,0.581,33.6,35.8,21.9,6.56,57.1,467.5,132.87
Ahmednagar,Nevasa,Nevasa_Cluster_16,18.6084,74.3501,Suru,Co 86032,Sandy Loam,Rainfed,3.36,21-02-2023,22-04-2024,2024,0.499,0.377,34.3,35.8,17.8,6.24,57.3,540.7,85.31
Ahmednagar,Shevgaon,Shevgaon_Cluster_12,18.5783,74.4143,Pre-seasonal,Co 86032,Sandy Loam,Flood,2.75,25-05-2023,10-09-2024,2024,0.652,0.556,35.8,37.8,23.2,6.06,71.3,527.7,117.12
Ahmednagar,Jamkhed,Jamkhed_Cluster_1,19.4037,74.2193,Pre-seasonal,VSI 434,Medium Black,Drip,3.56,23-11-2022,15-12-2023,2023,0.772,0.593,33.7,36.1,20.4,6.08,49.3,414.1,146.89
Ahmednagar,Akole,Akole_Cluster_1,19.4196,75.13,Adsali,Co 92005,Clay Loam,Flood,4.75,03-06-2018,26-08-2019,2019,0.51,0.372,31.5,33,20.5,5.36,55.7,918.3,129.49
Ahmednagar,Kopargaon,Kopargaon_Cluster_6,19.2394,74.7723,Suru,Co 86032,Black Cotton,Drip,3.61,03-01-2021,31-01-2022,2022,0.85,0.719,32.4,35,20.6,5.5,61.9,503.4,155.49
Ahmednagar,Nevasa,Nevasa_Cluster_17,18.7486,74.8821,Adsali,Co 86032,Medium Black,Rainfed,4.57,19-10-2020,14-01-2022,2022,0.302,0.26,27.5,28.4,23.1,5.8,78,540.8,100.97
Ahmednagar,Pathardi,Pathardi_Cluster_6,18.8639,75.1745,Pre-seasonal,VSI 434,Black Cotton,Drip,2.69,21-10-2022,18-12-2023,2023,0.85,0.697,27.5,30,20.3,4.8,42.7,467.5,162.37
Ahmednagar,Shevgaon,Shevgaon_Cluster_5,19.3364,74.877,Pre-seasonal,Co 86032,Medium Black,Flood,4.66,07-07-2021,06-09-2022,2022,0.713,0.565,31.2,33.3,18.3,6.33,42.7,531.4,128.98
Ahmednagar,Kopargaon,Kopargaon_Cluster_15,18.5777,75.169,Suru,CoM 0265,Black Cotton,Drip,2.73,15-02-2023,23-04-2024,2024,0.704,0.642,36.3,38.4,20.9,5.28,65.6,317.5,126.74
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_16,19.4056,74.3711,Pre-seasonal,VSI 434,Medium Black,Flood,1.77,04-04-2022,04-05-2023,2023,0.772,0.566,26.5,28.8,18.1,4.71,63.7,489.7,129.87
Ahmednagar,Shrirampur,Shrirampur_Cluster_7,19.0976,74.3927,Pre-seasonal,CoM 0265,Medium Black,Flood,4.73,25-03-2018,21-06-2019,2019,0.693,0.534,31,33.1,19.5,5.04,73,627.5,136.62
Ahmednagar,Parner,Parner_Cluster_14,18.7413,74.9873,Adsali,CoM 0265,Sandy Loam,Flood,1.78,05-05-2018,05-08-2019,2019,0.85,0.616,30.4,32.9,17.7,4.89,79.8,277.7,180
Ahmednagar,Pathardi,Pathardi_Cluster_5,19.4903,74.822,Pre-seasonal,VSI 434,Black Cotton,Drip,1.29,28-11-2022,02-12-2023,2023,0.743,0.655,33,35.2,19.9,4.88,45.1,536.3,158.44
Ahmednagar,Karjat,Karjat_Cluster_5,19.4404,75.1068,Adsali,Co 86032,Black Cotton,Drip,1.48,16-11-2022,17-01-2024,2024,0.85,0.55,29.9,32.5,20.1,5.21,48.8,326.8,180
Ahmednagar,Pathardi,Pathardi_Cluster_18,19.2285,74.6759,Adsali,Co 86032,Medium Black,Drip,4.66,21-02-2018,11-04-2019,2019,0.85,0.754,29.4,32,20.4,4.95,66.9,534.7,180
Ahmednagar,Shrigonda,Shrigonda_Cluster_20,18.659,74.5936,Suru,Co 86032,Sandy Loam,Flood,4.84,31-08-2021,21-11-2022,2022,0.339,0.303,33.5,34.5,19.5,6.51,66.5,460.6,94
Ahmednagar,Parner,Parner_Cluster_14,19.3789,74.8915,Suru,Co 92005,Sandy Loam,Rainfed,1.55,03-07-2019,15-08-2020,2020,0.59,0.482,31,32.8,21.3,6.41,57.8,436.1,90.5
Ahmednagar,Sangamner,Sangamner_Cluster_4,19.2189,74.8982,Pre-seasonal,VSI 434,Medium Black,Flood,0.7,17-08-2021,06-11-2022,2022,0.717,0.52,31.6,33.8,16.3,4.68,54.7,616.4,139.12
Ahmednagar,Rahuri,Rahuri_Cluster_7,19.1132,74.207,Adsali,Co 92005,Sandy Loam,Drip,3.28,22-03-2023,08-04-2024,2024,0.83,0.657,29.6,32.1,21.2,5.94,37,636.2,148.37
Ahmednagar,Shrirampur,Shrirampur_Cluster_17,19.1976,74.5075,Suru,Co 86032,Sandy Loam,Flood,1.4,07-03-2019,19-07-2020,2020,0.3,0.277,36.1,37,17.8,5.81,67.2,457.9,73.27
Ahmednagar,Pathardi,Pathardi_Cluster_13,19.2194,74.7041,Suru,VSI 434,Sandy Loam,Flood,4.58,03-06-2022,11-10-2023,2023,0.535,0.424,36.6,38.2,18.4,5.72,60.9,475.3,107.33
Ahmednagar,Kopargaon,Kopargaon_Cluster_4,19.0344,74.6349,Suru,Co 92005,Medium Black,Flood,1.74,07-05-2021,15-05-2022,2022,0.596,0.565,34.4,36.2,19.1,5.82,67.5,391.5,92.39
Ahmednagar,Rahuri,Rahuri_Cluster_14,18.6189,74.4593,Pre-seasonal,CoM 0265,Sandy Loam,Flood,4.18,11-11-2018,22-12-2019,2019,0.599,0.501,27.1,28.9,21,6.05,62.7,533.8,124.66
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_13,18.9653,74.4278,Pre-seasonal,Co 86032,Medium Black,Flood,0.56,07-07-2020,09-08-2021,2021,0.683,0.565,30.3,32.3,21.6,5.29,58.7,563.3,129.39
Ahmednagar,Shrigonda,Shrigonda_Cluster_16,19.0303,74.9517,Pre-seasonal,Co 86032,Clay Loam,Drip,3.93,08-12-2021,18-01-2023,2023,0.642,0.43,31.9,33.8,19.1,5.53,61.2,573.4,160.45
Ahmednagar,Parner,Parner_Cluster_17,19.0337,74.4546,Suru,CoM 0265,Medium Black,Rainfed,4.46,20-06-2023,17-09-2024,2024,0.572,0.49,31.9,33.6,19.6,5.95,66.3,351.8,104.17
Ahmednagar,Shrigonda,Shrigonda_Cluster_6,18.5874,74.3049,Pre-seasonal,CoM 0265,Sandy Loam,Rainfed,3.2,26-09-2023,25-09-2024,2024,0.69,0.551,33.1,35.1,20.4,5.14,45.6,491.1,123
Ahmednagar,Karjat,Karjat_Cluster_11,18.8886,75.1462,Adsali,Co 92005,Black Cotton,Rainfed,4.88,20-04-2020,17-07-2021,2021,0.476,0.373,33.1,34.6,19.8,5.34,52.4,502.3,94.33
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_9,18.8155,74.3077,Adsali,Co 86032,Medium Black,Flood,3.99,03-04-2019,08-05-2020,2020,0.85,0.662,28.5,31.1,16.3,5.76,74.8,465.5,172.46
Ahmednagar,Jamkhed,Jamkhed_Cluster_13,19.0091,74.705,Pre-seasonal,CoM 0265,Medium Black,Flood,2.16,13-09-2019,06-01-2021,2021,0.794,0.635,29.6,32,22.8,4.32,76.3,180.2,147.52
Ahmednagar,Shrigonda,Shrigonda_Cluster_20,18.659,74.8116,Adsali,CoM 0265,Sandy Loam,Flood,2.89,26-01-2021,11-05-2022,2022,0.54,0.466,32,33.6,21.7,4.99,71.3,429.4,129.36
Ahmednagar,Kopargaon,Kopargaon_Cluster_16,19.1896,74.9025,Suru,CoM 0265,Black Cotton,Flood,2.08,28-09-2022,19-12-2023,2023,0.741,0.543,34,36.2,21.4,5.37,62.3,634.6,130.17
Ahmednagar,Kopargaon,Kopargaon_Cluster_15,19.3698,74.7016,Pre-seasonal,VSI 434,Sandy Loam,Rainfed,4.14,04-09-2023,09-11-2024,2024,0.594,0.443,28,29.8,19.9,4.37,53.7,512.2,101.98
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_3,19.0481,75.0929,Suru,VSI 434,Medium Black,Rainfed,1.16,12-03-2021,12-06-2022,2022,0.355,0.293,34,35.1,19.8,6.35,49.9,508.6,83.88
Ahmednagar,Rahata,Rahata_Cluster_9,19.1655,74.5682,Adsali,Co 86032,Clay Loam,Flood,2.55,01-05-2020,14-08-2021,2021,0.85,0.735,31.2,33.7,17.6,4.91,64.9,514.7,164.35
Ahmednagar,Nevasa,Nevasa_Cluster_9,19.0611,74.4226,Adsali,Co 86032,Clay Loam,Rainfed,0.81,11-04-2021,21-08-2022,2022,0.747,0.639,27.4,29.6,23.4,5.58,56.4,505.7,142.84
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_9,19.135,74.7115,Adsali,CoM 0265,Black Cotton,Rainfed,4.83,05-12-2020,27-03-2022,2022,0.85,0.689,28.3,30.9,21.9,5.59,69.9,445.1,173.98
Ahmednagar,Shevgaon,Shevgaon_Cluster_4,18.5684,74.568,Adsali,Co 86032,Sandy Loam,Drip,2.53,03-06-2020,25-06-2021,2021,0.85,0.692,29.9,32.4,17.1,5.72,57.6,504.6,176.39
Ahmednagar,Karjat,Karjat_Cluster_10,19.0145,74.6641,Suru,Co 86032,Black Cotton,Drip,1.67,19-03-2023,09-04-2024,2024,0.676,0.488,32.9,35,22.1,6.37,52.3,231.1,146.58
Ahmednagar,Nevasa,Nevasa_Cluster_14,18.8104,74.6056,Pre-seasonal,CoM 0265,Sandy Loam,Flood,3.52,29-07-2021,13-10-2022,2022,0.784,0.655,28.8,31.2,16,5.49,68.6,509.6,118.42
Ahmednagar,Rahuri,Rahuri_Cluster_14,19.4216,74.6197,Pre-seasonal,CoM 0265,Medium Black,Drip,4.48,25-11-2017,06-01-2019,2019,0.85,0.755,33.4,35.9,19.8,5.73,41.7,658.1,148.28
Ahmednagar,Rahata,Rahata_Cluster_9,19.3421,74.3629,Suru,VSI 434,Sandy Loam,Flood,2.48,31-12-2017,13-02-2019,2019,0.575,0.396,31.5,33.3,20.2,6.03,63,657.2,98.77
Ahmednagar,Akole,Akole_Cluster_1,18.9208,74.6275,Pre-seasonal,Co 86032,Sandy Loam,Flood,2.23,21-05-2019,19-08-2020,2020,0.603,0.481,30.8,32.6,16.3,5.61,70.7,973.1,108.11
Ahmednagar,Shrirampur,Shrirampur_Cluster_2,18.5237,74.6967,Adsali,Co 92005,Black Cotton,Flood,0.59,21-05-2022,09-07-2023,2023,0.85,0.579,29.2,31.7,20.7,5.81,59.7,592.8,178.89
Ahmednagar,Shrirampur,Shrirampur_Cluster_15,19.2656,74.9206,Pre-seasonal,Co 92005,Medium Black,Drip,3.82,08-04-2021,05-07-2022,2022,0.664,0.438,28.5,30.5,20.6,5.65,65.1,688.4,141.1
Ahmednagar,Karjat,Karjat_Cluster_13,19.0293,74.5567,Suru,VSI 434,Medium Black,Rainfed,0.73,09-11-2023,20-12-2024,2024,0.522,0.39,36.1,37.6,17.5,6.62,60.7,279.8,79.91
Ahmednagar,Parner,Parner_Cluster_16,19.2006,74.8425,Pre-seasonal,Co 86032,Clay Loam,Flood,1.88,12-01-2020,23-03-2021,2021,0.622,0.475,29.2,31.1,25,6.16,68.3,691.6,121.85
Ahmednagar,Akole,Akole_Cluster_4,18.5191,74.4016,Pre-seasonal,VSI 434,Sandy Loam,Drip,4.83,24-06-2022,29-07-2023,2023,0.823,0.713,30.4,32.9,17.9,5.47,76.4,703.4,153.09
Ahmednagar,Nevasa,Nevasa_Cluster_13,18.5024,74.6723,Pre-seasonal,VSI 434,Medium Black,Flood,1.92,27-07-2022,14-09-2023,2023,0.763,0.613,29.4,31.7,20.5,5.71,63.8,678.8,142.65
Ahmednagar,Sangamner,Sangamner_Cluster_1,19.1666,74.8871,Suru,VSI 434,Clay Loam,Rainfed,1.86,05-06-2020,25-08-2021,2021,0.327,0.267,34.4,35.4,19,6.6,61.1,259.2,66.32
Ahmednagar,Pathardi,Pathardi_Cluster_13,19.3695,74.7416,Adsali,CoM 0265,Sandy Loam,Drip,1.15,20-02-2020,18-05-2021,2021,0.689,0.643,29.9,32,19.6,6.25,57.4,541.6,133.92
Ahmednagar,Jamkhed,Jamkhed_Cluster_3,18.9803,74.8086,Pre-seasonal,Co 92005,Black Cotton,Flood,1.14,16-04-2022,30-07-2023,2023,0.525,0.365,30.9,32.5,20.6,4.18,64.1,185.2,110.55
Ahmednagar,Jamkhed,Jamkhed_Cluster_9,18.7114,74.3805,Suru,VSI 434,Medium Black,Flood,3.39,23-02-2022,23-02-2023,2023,0.646,0.457,29.9,31.8,18.8,6.17,55.6,314.5,103.56
Ahmednagar,Akole,Akole_Cluster_4,18.7208,74.4198,Adsali,VSI 434,Black Cotton,Drip,2.56,13-01-2022,22-04-2023,2023,0.83,0.675,27.8,30.3,19.3,4.97,61.4,842.6,180
Ahmednagar,Jamkhed,Jamkhed_Cluster_13,18.9137,75.1239,Adsali,Co 92005,Black Cotton,Drip,3.68,02-04-2022,17-04-2023,2023,0.85,0.686,31.4,33.9,19.6,5.36,63.7,324.3,180
Ahmednagar,Pathardi,Pathardi_Cluster_14,18.6,74.7541,Pre-seasonal,CoM 0265,Clay Loam,Drip,1.31,24-10-2021,20-12-2022,2022,0.67,0.528,30.3,32.3,17.4,4.96,69.1,392.7,147.8
Ahmednagar,Sangamner,Sangamner_Cluster_20,19.4622,74.9805,Adsali,Co 86032,Black Cotton,Rainfed,2.98,08-04-2020,26-07-2021,2021,0.684,0.523,29.8,31.8,19.4,5.85,73.4,621.3,136.22
Ahmednagar,Rahuri,Rahuri_Cluster_7,19.173,75.1359,Pre-seasonal,CoM 0265,Medium Black,Flood,1.49,07-10-2022,20-12-2023,2023,0.772,0.563,31.9,34.2,18.6,5.77,69.5,651.1,148.21
Ahmednagar,Rahata,Rahata_Cluster_4,19.1489,74.3909,Adsali,VSI 434,Sandy Loam,Flood,1.79,05-06-2021,11-10-2022,2022,0.689,0.593,31.6,33.7,21.8,4.76,73.7,594.2,146.52
Ahmednagar,Rahuri,Rahuri_Cluster_1,19.0743,74.6162,Suru,VSI 434,Medium Black,Rainfed,2.89,01-06-2023,15-06-2024,2024,0.509,0.454,33.2,34.7,21.6,5.38,65.8,278,92.83
Ahmednagar,Akole,Akole_Cluster_6,19.1172,74.6948,Adsali,CoM 0265,Clay Loam,Rainfed,0.85,29-08-2022,04-12-2023,2023,0.85,0.654,27.6,30.1,20.9,5.43,92.7,1027.1,163.25
Ahmednagar,Rahuri,Rahuri_Cluster_9,18.9918,74.4466,Suru,Co 86032,Sandy Loam,Rainfed,3.09,23-05-2021,22-07-2022,2022,0.329,0.311,31.8,32.8,21.3,5.79,59.4,447.1,79.89
Ahmednagar,Ahmednagar,Ahmednagar_Cluster_13,19.0093,74.7631,Pre-seasonal,CoM 0265,Clay Loam,Rainfed,2.32,07-08-2022,06-11-2023,2023,0.535,0.433,31,32.6,25.3,5.18,62.6,503.5,111.62
Ahmednagar,Akole,Akole_Cluster_16,19.3272,74.5795,Adsali,CoM 0265,Sandy Loam,Drip,3.25,26-04-2018,25-06-2019,2019,0.85,0.652,29.9,32.5,20.1,5.19,84.2,843.3,179.1
Ahmednagar,Parner,Parner_Cluster_15,18.9201,74.8101,Pre-seasonal,Co 86032,Medium Black,Flood,1.54,09-08-2022,04-12-2023,2023,0.553,0.442,28.3,29.9,21.7,5.71,56.5,364.1,139.65
Ahmednagar,Rahata,Rahata_Cluster_13,18.7844,75.1995,Pre-seasonal,Co 86032,Black Cotton,Drip,1.86,17-03-2020,21-04-2021,2021,0.85,0.739,31.4,34,18.5,6.05,56.8,437.4,180
Ahmednagar,Kopargaon,Kopargaon_Cluster_6,18.6801,74.8744,Adsali,Co 86032,Sandy Loam,Flood,2.74,25-04-2023,01-09-2024,2024,0.734,0.623,31.4,33.6,17.8,4.97,66.3,524.8,149.12
Ahmednagar,Pathardi,Pathardi_Cluster_8,18.9126,74.9775,Pre-seasonal,Co 92005,Sandy Loam,Rainfed,0.62,07-04-2018,20-04-2019,2019,0.498,0.386,30.4,31.9,22.6,5.99,48.8,657.8,99.39
Ahmednagar,Shrirampur,Shrirampur_Cluster_5,19.4508,74.3841,Pre-seasonal,Co 92005,Medium Black,Drip,3.61,19-10-2022,18-11-2023,2023,0.611,0.466,28.2,30.1,19.2,5.95,55.3,589.1,124.97
Ahmednagar,Nevasa,Nevasa_Cluster_20,18.8042,74.5603,Suru,CoM 0265,Sandy Loam,Drip,0.78,04-12-2020,03-02-2022,2022,0.547,0.443,34.7,36.4,21.7,6.58,55.2,415.2,124.14
